id,flat_top_10_ids,flat_top_5_ids,generated_ans,subject,grade,chapter,chapter_title,question,type,difficulty,key_concepts,reference_chunk_id,recall_any_of,reference_answer,source,hit_5,hit_any_5,hit_10,hit_any_10,mrr_any
q_0172,"['maths_exercises_83_828710e7da', 'maths_exercises_82_1a2114b458', 'maths_text_80_8633080de2', 'maths_exercises_82_d56c6ced77', 'maths_text_81_d84830b3c3', 'physics_text_30_20fd0ede25', 'maths_text_78_1a58c3e0a1', 'physics_text_31_9368746cff', 'physics_text_36_a227633954', 'maths_text_80_4bb665cb58']","['maths_exercises_83_828710e7da', 'maths_exercises_82_1a2114b458', 'maths_text_80_8633080de2', 'maths_exercises_82_d56c6ced77', 'maths_text_81_d84830b3c3']",,maths,11,4,Complex Numbers and Quadratic Equations,"Express the following expression in the form of a + ib :
$$\frac{(3+i\sqrt{5})(3-i\sqrt{5})}{(\sqrt{3}+\sqrt{2}i)-(\sqrt{3}-\sqrt{2})}$$
1 - 2i which correspond to the ordered
pairs (2, 4), (– 2, 3), (0, 1), (2, 0), (–5, –2), and (1, –2), respectively, have been
represented geometrically by the points A, B, C, D, E, and F, respectively in
the Fig 4.1.
The plane having a complex number assigned to each of its point is called the complex plane or the Argand plane.
Obviously, in the Argand plane, t",conceptual,intermediate,['Complex Numbers and Quadratic Equations'],maths_exercises_81_b1bf719384,"['maths_exercises_81_b1bf719384', 'maths_exercises_81_2b56b248a8', 'maths_exercises_82_98e5e8e40b']","## 4.2 Complex Numbers

W. K. HAMILTON
(1805-1865)

Let us denote √-1 by the symbol i. Then, we have i² = −1. This means that i is a solution of the equation x² + 1 = 0.
A number of the form a + ib, where a and b are real numbers, is defined to be a",ncert_exercise,False,False,False,False,0.0
q_0053,"['physics_exercises_476_ba92467977', 'physics_text_459_5068775246', 'physics_text_461_7e5910ec3b', 'physics_exercises_381_dadab7d54d', 'physics_text_456_48b7d8a368', 'physics_text_456_dd9bcfdd48', 'physics_text_456_ea3a36a6ed', 'physics_text_466_bb266f3fff', 'physics_points_to_ponder_474_d0f916cc75', 'physics_text_455_f0677750fc']","['physics_exercises_476_ba92467977', 'physics_text_459_5068775246', 'physics_text_461_7e5910ec3b', 'physics_exercises_381_dadab7d54d', 'physics_text_456_48b7d8a368']",,physics,12,7,Alternating Current,"A 100 Ω resistor is connected to a 220 V, 50 Hz ac supply.
(a) What is the rms value of current in the circuit?
(b) What is the net power consumed over a full cycle?",numerical,basic,['Alternating Current'],physics_exercises_476_ba92467977,"['physics_exercises_476_ba92467977', 'physics_exercises_476_315f7b89d6']","## 7.2 AC VOLTAGE APPLIED TO A RESISTOR

Figure 7.1 shows a resistor connected to a source ε of ac voltage. The symbol for an ac source in a circuit diagram is ~. We consider a source which produces sinusoidally varying potential difference across its terminals. Let this potential difference, also c",ncert_exercise,True,True,True,True,1.0
q_0067,"['physics_exercises_559_a08d635574', 'physics_text_551_c6fd962460', 'physics_text_549_ff9608a24c', 'physics_table_554_9f758e6243', 'physics_text_548_36da60e8ac', 'physics_text_550_8b18069f29', 'physics_text_550_8f742d83fd', 'physics_text_549_2879143bd2', 'physics_text_548_29096d5171', 'chemistry_text_42_dd7d7c8031']","['physics_exercises_559_a08d635574', 'physics_text_551_c6fd962460', 'physics_text_549_ff9608a24c', 'physics_table_554_9f758e6243', 'physics_text_548_36da60e8ac']",,physics,12,11,Dual Nature of Radiation and Matter,The photoelectric cut-off voltage in a certain experiment is 1.5 V. What is the maximum kinetic energy of photoelectrons emitted?,numerical,basic,['Dual Nature of Radiation and Matter'],physics_exercises_558_854393384b,"['physics_exercises_558_854393384b', 'physics_exercises_559_1ad3983196', 'physics_exercises_559_a08d635574']","Around the same time, in 1887, it was found that certain metals, when irradiated by ultraviolet light, emitted negatively charged particles having small speeds. Also, certain metals when heated to a high temperature were found to emit negatively charged particles. The value of _e_/_m_ of these parti",ncert_exercise,False,True,False,True,1.0
q_0259,"['maths_exercises_678_d4fc29eaa8', 'maths_exercises_677_61149670da', 'maths_text_673_e654841b2a', 'maths_text_670_6c2f0ad636', 'maths_text_675_d4806f6a94', 'maths_text_670_eb9021b9b8', 'maths_text_670_c2d9957349', 'maths_text_677_ec0a2a35d5', 'maths_text_677_d755c0918f', 'maths_text_676_25752ca731']","['maths_exercises_678_d4fc29eaa8', 'maths_exercises_677_61149670da', 'maths_text_673_e654841b2a', 'maths_text_670_6c2f0ad636', 'maths_text_675_d4806f6a94']",,maths,12,12,Linear Programming,"Maximise Z = 5x + 3y
subject to 3x + 5y ≤ 15, 5x + 2y ≤ 10, x ≥ 0, y ≥ 0.",conceptual,intermediate,['Linear Programming'],maths_exercises_677_61149670da,"['maths_exercises_677_61149670da', 'maths_exercises_678_d4fc29eaa8']","A furniture dealer deals in only two items—tables and
chairs. He has Rs 50,000 to invest and has storage space
of at most 60 pieces. A table costs Rs 2500 and a chair
Rs 500. He estimates that from the sale of one table, he
can make a profit of Rs 250 and that from the sale of one
<::image of L. Kan",ncert_exercise,True,True,True,True,1.0
q_0134,"['chemistry_exercises_444_691add3645', 'chemistry_text_527_dab7c3e08c', 'chemistry_text_222_35695b0beb', 'chemistry_text_408_17d270556a', 'chemistry_exercises_445_b3f8ab9dcb', 'chemistry_text_19_a748f36534', 'chemistry_text_23_7ec05c5b97', 'chemistry_text_189_acd382525f', 'chemistry_text_202_616df9c760', 'chemistry_text_325_811dfb3eac']","['chemistry_exercises_444_691add3645', 'chemistry_text_527_dab7c3e08c', 'chemistry_text_222_35695b0beb', 'chemistry_text_408_17d270556a', 'chemistry_exercises_445_b3f8ab9dcb']",,chemistry,12,5,Coordination Compounds,FeSO₄ solution mixed with (NH₄)₂SO₄ solution in 1:1 molar ratio gives the test of Fe²⁺ ion but CuSO₄ solution mixed with aqueous ammonia in 1:4 molar ratio does not give the test of Cu²⁺ ion. Explain why?,conceptual,intermediate,['Coordination Compounds'],chemistry_exercises_444_691add3645,"['chemistry_exercises_444_691add3645', 'chemistry_exercises_444_5003b29d73', 'chemistry_exercises_445_b3f8ab9dcb']",In the previous Unit we learnt that the transition metals form a large number of **complex compounds** in which the metal atoms are bound to a number of anions or neutral molecules by sharing of electrons. In modern terminology such compounds are called **coordination compounds**. The chemistry of c,ncert_exercise,True,True,True,True,1.0
q_0145,"['chemistry_exercises_543_880f6a14dd', 'chemistry_table_526_681b146d49', 'chemistry_exercises_543_5e68f20472', 'chemistry_marginalia_410_2497e3ffb8', 'chemistry_exercises_544_b9cc6c2e15', 'chemistry_figure_525_70adb3af29', 'chemistry_exercises_444_691add3645', 'maths_exercises_16_8d4b7a485a', 'maths_exercises_248_08c892f01b', 'chemistry_summary_509_b99a920c21']","['chemistry_exercises_543_880f6a14dd', 'chemistry_table_526_681b146d49', 'chemistry_exercises_543_5e68f20472', 'chemistry_marginalia_410_2497e3ffb8', 'chemistry_exercises_544_b9cc6c2e15']",,chemistry,12,8,"Aldehydes, Ketones and Carboxylic Acids","What is meant by the following terms ? Give an example of the reaction in each case.
(i) Cyanohydrin
(ii) Acetal
(iii) Semicarbazone
(iv) Aldol
(v) Hemiacetal
(vi) Oxime
(vii) Ketal
(vii) Imine
(ix) 2,4-DNP-derivative
(x) Schiff's base",definition,basic,"['Aldehydes, Ketones and Carboxylic Acids']",chemistry_exercises_543_880f6a14dd,"['chemistry_exercises_543_880f6a14dd', 'chemistry_exercises_543_5e68f20472', 'chemistry_exercises_544_b9cc6c2e15']","In the previous Unit, you have studied organic
compounds with functional groups containing carbon-
oxygen single bond. In this Unit, we will study about the
organic compounds containing carbon-oxygen double
bond (>C=O) called carbonyl group, which is one of the
most important functional groups in or",ncert_exercise,True,True,True,True,1.0
q_0150,"['chemistry_exercises_566_54633c54fd', 'chemistry_text_565_d1c6b1c33a', 'chemistry_exercises_567_9096bb1673', 'chemistry_text_557_fff69a6d06', 'chemistry_text_560_39421d3a7b', 'chemistry_text_553_0765085d89', 'chemistry_figure_554_1fdddcb96a', 'chemistry_text_557_c0af3a7f69', 'chemistry_text_561_05b6da3f33', 'chemistry_summary_565_69631f5091']","['chemistry_exercises_566_54633c54fd', 'chemistry_text_565_d1c6b1c33a', 'chemistry_exercises_567_9096bb1673', 'chemistry_text_557_fff69a6d06', 'chemistry_text_560_39421d3a7b']",,chemistry,12,9,Amines,"Give one chemical test to distinguish between the following pairs of compounds.
(i) Methylamine and dimethylamine
(ii) Secondary and tertiary amines
(iii) Ethylamine and aniline
(iv) Aniline and benzylamine
(v) Aniline and N-methylaniline.",factual,intermediate,['Amines'],chemistry_exercises_566_54633c54fd,"['chemistry_exercises_566_54633c54fd', 'chemistry_exercises_566_7bd6131710', 'chemistry_exercises_567_9096bb1673']","I. AMINES
Amines can be considered as derivatives of ammonia,
obtained by replacement of one, two or all the three
hydrogen atoms by alkyl and/or aryl groups.
For example:",ncert_exercise,True,True,True,True,1.0
q_0169,"['chemistry_figure_469_e45efb7e0d', 'maths_exercises_411_9dfc02931b', 'biology_exercises_54_8582d5763d', 'biology_exercises_54_f9eae2ef68', 'biology_exercises_54_2034cf27a0', 'maths_text_389_c3fd00c8a7', 'maths_text_392_0cdb12b93b', 'maths_text_391_b9a166f7bf', 'maths_text_391_25e5c5ffc5', 'maths_text_398_746eba32fb']","['chemistry_figure_469_e45efb7e0d', 'maths_exercises_411_9dfc02931b', 'biology_exercises_54_8582d5763d', 'biology_exercises_54_f9eae2ef68', 'biology_exercises_54_2034cf27a0']",,maths,11,4,Complex Numbers and Quadratic Equations,(1/5 + i 2/5) - (4 + i 5/2),conceptual,intermediate,['Complex Numbers and Quadratic Equations'],maths_exercises_81_b1bf719384,"['maths_exercises_81_b1bf719384', 'maths_exercises_81_2b56b248a8', 'maths_exercises_82_98e5e8e40b']","## 4.2 Complex Numbers

W. K. HAMILTON
(1805-1865)

Let us denote √-1 by the symbol i. Then, we have i² = −1. This means that i is a solution of the equation x² + 1 = 0.
A number of the form a + ib, where a and b are real numbers, is defined to be a",ncert_exercise,False,False,False,False,0.0
q_0108,"['chemistry_exercises_231_0ccd183107', 'chemistry_text_223_d4cbc482fd', 'chemistry_text_216_a7197b95c9', 'chemistry_text_220_f3815c9cab', 'chemistry_text_223_325dca4191', 'chemistry_text_217_bcef635fb6', 'chemistry_text_220_4f9ebec6c7', 'chemistry_text_226_715da12823', 'chemistry_text_225_d6bb18334f', 'chemistry_text_147_04f5ef7d61']","['chemistry_exercises_231_0ccd183107', 'chemistry_text_223_d4cbc482fd', 'chemistry_text_216_a7197b95c9', 'chemistry_text_220_f3815c9cab', 'chemistry_text_223_325dca4191']",,chemistry,11,7,Redox Reactions,"Fluorine reacts with ice and results in the change:
H₂O(s) + F₂(g) → HF(g) + HOF(g)
Justify that this reaction is a redox reaction.",conceptual,intermediate,['Redox Reactions'],chemistry_exercises_231_0ccd183107,"['chemistry_exercises_231_0ccd183107', 'chemistry_marginalia_232_e793e872ae', 'chemistry_exercises_232_74a5438a14']","Chemistry deals with varieties of matter and change of one kind of matter into the other. Transformation of matter from one kind into another occurs through the various types of reactions. One important category of such reactions is **Redox Reactions**. A number of phenomena, both physical as well a",ncert_exercise,True,True,True,True,1.0
q_0021,"['physics_exercises_124_f087694f7b', 'physics_text_96_4de8aea6f9', 'physics_marginalia_112_8e29f8d3d2', 'physics_text_135_2052362ff7', 'physics_text_111_7124f2ac75', 'physics_text_96_d67e5e1ed4', 'physics_text_97_7729bf51f6', 'physics_text_131_5ee9de731f', 'physics_exercises_125_d36e9a9630', 'physics_text_130_de845f208c']","['physics_exercises_124_f087694f7b', 'physics_text_96_4de8aea6f9', 'physics_marginalia_112_8e29f8d3d2', 'physics_text_135_2052362ff7', 'physics_text_111_7124f2ac75']",,physics,11,6,Systems of Particles and Rotational Motion,"Give the location of the centre of mass of a (i) sphere, (ii) cylinder, (iii) ring, and (iv) cube, each of uniform mass density. Does the centre of mass of a body necessarily lie inside the body?",factual,intermediate,['Systems of Particles and Rotational Motion'],physics_exercises_124_f087694f7b,"['physics_exercises_124_f087694f7b', 'physics_exercises_124_f1926980a0', 'physics_exercises_125_d36e9a9630']",Any real body which we encounter in daily life has a finite size. In dealing with the motion of extended bodies (bodies of finite size) often the idealised model of a particle is inadequate. In this chapter we shall try to go beyond this inadequacy. We shall attempt to build an understanding of the ,ncert_exercise,True,True,True,True,1.0
q_0159,"['maths_exercises_4_3e607cabbd', 'maths_text_3_db09bfc05a', 'maths_exercises_29_a1d94bc465', 'maths_exercises_7_a52df911f9', 'maths_exercises_17_bf4670c9ab', 'maths_exercises_19_a75872a4b6', 'maths_text_3_7e9a32f0f9', 'maths_text_5_c653149067', 'maths_text_2_b43767f4c4', 'maths_exercises_11_1469d9d60d']","['maths_exercises_4_3e607cabbd', 'maths_text_3_db09bfc05a', 'maths_exercises_29_a1d94bc465', 'maths_exercises_7_a52df911f9', 'maths_exercises_17_bf4670c9ab']",,maths,11,1,Sets,"Write the following sets in roster form:
(i) A = {x : x is an integer and -3 ≤ x < 7}
(ii) B = {x : x is a natural number less than 6}
(iii) C = {x : x is a two-digit natural number such that the sum of its digits is 8}
(iv) D = {x : x is a prime number which is divisor of 60}
(v) E = The set of all letters in the word TRIGONOMETRY
(vi) F = The set of all letters in the word BETTER",factual,intermediate,['Sets'],maths_exercises_3_8d5ee1742c,"['maths_exercises_3_8d5ee1742c', 'maths_exercises_4_3e607cabbd', 'maths_exercises_7_a52df911f9']","The theory of sets was developed by German
mathematician Georg Cantor (1845-1918). He first
encountered sets while working on ""problems on trigonometric
series"". In this Chapter, we discuss some basic definitions
and operations involving sets.",ncert_exercise,False,True,False,True,1.0
q_0348,"['biology_exercises_377_479ad66db8', 'biology_text_369_0d1ec8421c', 'biology_text_403_de83d7026a', 'biology_text_415_d0de4ed8b8', 'chemistry_text_447_c76a87e75c', 'physics_text_551_db118c4dc9', 'biology_text_134_034488ff00', 'biology_text_416_d69805be6d', 'biology_text_369_0940e9e023', 'biology_text_420_d564a739b4']","['biology_exercises_377_479ad66db8', 'biology_text_369_0d1ec8421c', 'biology_text_403_de83d7026a', 'biology_text_415_d0de4ed8b8', 'chemistry_text_447_c76a87e75c']",,biology,12,6,Evolution,Explain antibiotic resistance observed in bacteria in light of Darwinian selection theory.,conceptual,intermediate,['Evolution'],biology_exercises_377_479ad66db8,"['biology_exercises_377_479ad66db8', 'biology_exercises_378_8dba9794a3', 'biology_exercises_378_ca343aeed1']","## 6.1 ORIGIN OF LIFE

When we look at stars on a clear night sky we are, in a way, looking back in time. Stellar distances are measured in light years. What we see today is an object whose emitted light started its journey millions of year back and from trillions of kilometres away and reaching our",ncert_exercise,True,True,True,True,1.0
q_0254,"['maths_exercises_655_34febb6200', 'maths_text_651_1656683ce1', 'maths_text_655_534363d980', 'maths_text_654_277ffb47bc', 'maths_figure_652_07438775d8', 'maths_summary_665_3db5fc1ad4', 'maths_text_651_7be5a94a92', 'maths_text_652_b68dcf10ff', 'maths_text_654_15d03d7ded', 'maths_text_652_9e804a5b77']","['maths_exercises_655_34febb6200', 'maths_text_651_1656683ce1', 'maths_text_655_534363d980', 'maths_text_654_277ffb47bc', 'maths_figure_652_07438775d8']",,maths,12,11,Three Dimensional Geometry,Find the direction cosines of a line which makes equal angles with the coordinate axes.,numerical,intermediate,['Three Dimensional Geometry'],maths_exercises_655_34febb6200,"['maths_exercises_655_34febb6200', 'maths_exercises_663_82bc3a55e3', 'maths_exercises_663_c4b0c97364']","In this chapter, we shall study the direction cosines
and direction ratios of a line joining two points and also
discuss about the equations of lines and planes in space
under different conditions, angle between two lines, two
planes, a line and a plane, shortest distance between two
skew lines and ",ncert_exercise,True,True,True,True,1.0
q_0149,"['chemistry_exercises_566_54633c54fd', 'chemistry_exercises_566_7bd6131710', 'chemistry_marginalia_567_22e4797f29', 'chemistry_text_549_8492b36db0', 'chemistry_exercises_567_9096bb1673', 'chemistry_text_547_860f892a43', 'chemistry_exercises_477_8b8691da67', 'chemistry_text_276_d6f0590ae9', 'chemistry_text_244_1bbb2890c1', 'chemistry_exercises_568_a97d7a196f']","['chemistry_exercises_566_54633c54fd', 'chemistry_exercises_566_7bd6131710', 'chemistry_marginalia_567_22e4797f29', 'chemistry_text_549_8492b36db0', 'chemistry_exercises_567_9096bb1673']",,chemistry,12,9,Amines,"Write IUPAC names of the following compounds and classify them into primary, secondary and tertiary amines.
(i) (CH3)2CHNH2
(ii) CH3(CH2)2NH2
(iii) CH3NHCH(CH3)2
(iv) (CH3)3CNH2
(v) C6H5NHCH3
(vi) (CH3CH2)2NCH3
(vii) m-BrC6H4NH2",factual,basic,['Amines'],chemistry_exercises_566_54633c54fd,"['chemistry_exercises_566_54633c54fd', 'chemistry_exercises_566_7bd6131710', 'chemistry_exercises_567_9096bb1673']","I. AMINES
Amines can be considered as derivatives of ammonia,
obtained by replacement of one, two or all the three
hydrogen atoms by alkyl and/or aryl groups.
For example:",ncert_exercise,True,True,True,True,1.0
q_0064,"['physics_exercises_519_b54a59ae7a', 'physics_text_506_47564789c0', 'physics_figure_506_3039ee7db5', 'physics_text_506_7fa5123ad0', 'physics_figure_508_27108d3605', 'physics_exercises_521_b20d8237d4', 'physics_summary_517_2dbb27e6c2', 'physics_exercises_520_0dc2f13876', 'physics_figure_511_113a55dba3', 'physics_figure_505_0f144aa54c']","['physics_exercises_519_b54a59ae7a', 'physics_text_506_47564789c0', 'physics_figure_506_3039ee7db5', 'physics_text_506_7fa5123ad0', 'physics_figure_508_27108d3605']",,physics,12,9,Ray Optics and Optical Instruments,"A beam of light converges at a point P. Now a lens is placed in the path of the convergent beam 12cm from P. At what point does the beam converge if the lens is (a) a convex lens of focal length 20 cm, and (b) a concave lens of focal length 16cm?",numerical,intermediate,['Ray Optics and Optical Instruments'],physics_exercises_519_b54a59ae7a,"['physics_exercises_519_b54a59ae7a', 'physics_exercises_520_0dc2f13876', 'physics_exercises_521_918820f74c']","The intuitive notion that light travels in a straight line seems to
contradict what we have learnt in Chapter 8, that light is an
electromagnetic wave of wavelength belonging to the visible part of the
spectrum. How to reconcile the two facts? The answer is that the
wavelength of light is very small",ncert_exercise,True,True,True,True,1.0
q_0146,"['chemistry_exercises_543_880f6a14dd', 'chemistry_exercises_271_5ece886850', 'chemistry_figure_302_fc5b6c120e', 'chemistry_text_245_f1c0786a15', 'chemistry_text_238_25b02c3049', 'chemistry_table_246_f1a9adefde', 'chemistry_table_518_50016e1d1f', 'chemistry_exercises_477_8b8691da67', 'chemistry_text_486_0615a7937b', 'chemistry_text_530_b0b4f179f8']","['chemistry_exercises_543_880f6a14dd', 'chemistry_exercises_271_5ece886850', 'chemistry_figure_302_fc5b6c120e', 'chemistry_text_245_f1c0786a15', 'chemistry_text_238_25b02c3049']",,chemistry,12,8,"Aldehydes, Ketones and Carboxylic Acids","Name the following compounds according to IUPAC system of nomenclature:
(i) CH₃CH(CH₃)CH₂CH₂CHO
(ii) CH₃CH₂COCH(C₂H₅)CH₂CH₂Cl
(iii) CH₃CH=CHCHO
(iv) CH₃COCH₂COCH₃
(v) CH₃CH(CH₃)CH₂C(CH₃)₂COCH₃
(vi) (CH₃)₃CCH₂COOH
(vii) OHCC₆H₄CHO-_p_",factual,basic,"['Aldehydes, Ketones and Carboxylic Acids']",chemistry_exercises_543_880f6a14dd,"['chemistry_exercises_543_880f6a14dd', 'chemistry_exercises_543_5e68f20472', 'chemistry_exercises_544_b9cc6c2e15']","In the previous Unit, you have studied organic
compounds with functional groups containing carbon-
oxygen single bond. In this Unit, we will study about the
organic compounds containing carbon-oxygen double
bond (>C=O) called carbonyl group, which is one of the
most important functional groups in or",ncert_exercise,True,True,True,True,1.0
q_0228,"['chemistry_figure_469_e45efb7e0d', 'maths_exercises_411_9dfc02931b', 'biology_exercises_54_8582d5763d', 'biology_exercises_54_f9eae2ef68', 'biology_exercises_54_2034cf27a0', 'maths_text_389_c3fd00c8a7', 'maths_text_392_0cdb12b93b', 'maths_text_391_b9a166f7bf', 'maths_text_391_25e5c5ffc5', 'maths_text_398_746eba32fb']","['chemistry_figure_469_e45efb7e0d', 'maths_exercises_411_9dfc02931b', 'biology_exercises_54_8582d5763d', 'biology_exercises_54_f9eae2ef68', 'biology_exercises_54_2034cf27a0']",,maths,12,4,Determinants,"(i) | 2 -4 |
       | 0  3 |

   (ii) | a c |
        | b d |",conceptual,intermediate,['Determinants'],maths_exercises_394_46ed9e0422,"['maths_exercises_394_46ed9e0422', 'maths_exercises_394_08daed3bf1', 'maths_exercises_394_6e1dca83ec']","$\frac{a_1}{a_2} \neq \frac{b_1}{b_2}$ or, $a_1 b_2 - a_2 b_1 \neq 0$, then the system of linear equations has a unique solution). The number $a_1 b_2 - a_2 b_1$",ncert_exercise,False,False,False,False,0.0
q_0242,"['maths_exercises_572_48d8e1e3c7', 'maths_exercises_570_549f8f356c', 'maths_exercises_570_c1caa85a41', 'maths_text_569_64018fdc46', 'maths_exercises_538_dfad3a7145', 'maths_exercises_547_12093dc9b4', 'maths_exercises_545_38ae617da3', 'maths_summary_572_158aa911e4', 'maths_text_526_ec7b742b86', 'maths_exercises_533_5b543d3403']","['maths_exercises_572_48d8e1e3c7', 'maths_exercises_570_549f8f356c', 'maths_exercises_570_c1caa85a41', 'maths_text_569_64018fdc46', 'maths_exercises_538_dfad3a7145']",,maths,12,8,Application of Integrals,"Find the area of the region bounded by the ellipse $\frac{x^2}{4} + \frac{y^2}{9} = 1$.
Choose the correct answer in the following Exercises 3 and 4.",numerical,intermediate,['Application of Integrals'],maths_exercises_570_549f8f356c,"['maths_exercises_570_549f8f356c', 'maths_exercises_570_c1caa85a41', 'maths_exercises_570_7c9466e190']","In the previous chapter, we have studied to find the
area bounded by the curve y = f (x), the ordinates x = a,
x = b and x-axis, while calculating definite integral as the
limit of a sum. Here, in this chapter, we shall study a specific
application of integrals to find the area under simple curves,
",ncert_exercise,True,True,True,True,0.5
q_0280,"['biology_exercises_52_6cecc68e7c', 'biology_text_41_627b7eae23', 'biology_text_40_e12544f5ec', 'biology_exercises_54_8aab2a2218', 'biology_exercises_55_97075a0ea2', 'biology_exercises_378_8dba9794a3', 'physics_text_8_dfffb9c6b6', 'chemistry_text_192_50f34a3714', 'biology_text_39_cf21aa0510', 'biology_exercises_84_a247680e0a']","['biology_exercises_52_6cecc68e7c', 'biology_text_41_627b7eae23', 'biology_text_40_e12544f5ec', 'biology_exercises_54_8aab2a2218', 'biology_exercises_55_97075a0ea2']",,biology,11,4,Animal Kingdom,Distinguish between intracellular and extracellular digestion?,reasoning,intermediate,['Animal Kingdom'],biology_exercises_52_6cecc68e7c,"['biology_exercises_52_6cecc68e7c', 'biology_exercises_53_fe1928ac46', 'biology_exercises_54_4fd32a9539']","### 4.1.1 Levels of Organisation

Though all members of Animalia are multicellular, all of them do not exhibit the same pattern of organisation of cells. For example, in sponges, the cells are arranged as loose cell aggregates, i.e., they exhibit **cellular** level of organisation. Some division of ",ncert_exercise,True,True,True,True,1.0
q_0522,"['biology_exercises_84_4df5795fad', 'biology_exercises_84_f6d3b88d41', 'biology_text_78_cf79504976', 'biology_exercises_84_d0bd493477', 'biology_exercises_84_38e49c1d61', 'biology_exercises_83_d3ddf19a79', 'biology_figure_85_3be788e3f1', 'biology_figure_82_09cb955e78', 'biology_exercises_84_a247680e0a', 'biology_text_82_2227b001e2']","['biology_exercises_84_4df5795fad', 'biology_exercises_84_f6d3b88d41', 'biology_text_78_cf79504976', 'biology_exercises_84_d0bd493477', 'biology_exercises_84_38e49c1d61']",,biology,11,7,Structural Organisation in Animals,What is Hydra? Explain in the context of Structural Organisation in Animals.,definition,basic,"['Hydra', 'Structural Organisation in Animals']",biology_text_78_cf79504976,['biology_text_78_cf79504976'],"CHAPTER 7
STRUCTURAL ORGANISATION IN
ANIMALS

In the preceding chapters you came across a large variety of organisms,
both unicellular and multicellular, of the animal kingdom. In unicellular
organisms, all functions like digestion, respiration and reproduction
are performed by a single cell. In the",generated_from_key_terms,True,True,True,True,0.3333333333333333
q_0061,"['physics_exercises_519_b54a59ae7a', 'physics_points_to_ponder_519_ca4a1824e6', 'physics_text_506_7fa5123ad0', 'physics_text_456_ea3a36a6ed', 'physics_text_499_ff344bffb0', 'physics_points_to_ponder_543_d1da4a8e84', 'maths_exercises_490_6e41b4d494', 'chemistry_text_42_575adbe0bc', 'chemistry_text_42_58190e520e', 'physics_text_506_a8a3aac1b3']","['physics_exercises_519_b54a59ae7a', 'physics_points_to_ponder_519_ca4a1824e6', 'physics_text_506_7fa5123ad0', 'physics_text_456_ea3a36a6ed', 'physics_text_499_ff344bffb0']",,physics,12,9,Ray Optics and Optical Instruments,A small bulb is placed at the bottom of a tank containing water to a depth of 80cm. What is the area of the surface of water through which light from the bulb can emerge out? Refractive index of water is 1.33. (Consider the bulb to be a point source.),numerical,basic,['Ray Optics and Optical Instruments'],physics_exercises_519_b54a59ae7a,"['physics_exercises_519_b54a59ae7a', 'physics_exercises_520_0dc2f13876', 'physics_exercises_521_918820f74c']","The intuitive notion that light travels in a straight line seems to
contradict what we have learnt in Chapter 8, that light is an
electromagnetic wave of wavelength belonging to the visible part of the
spectrum. How to reconcile the two facts? The answer is that the
wavelength of light is very small",ncert_exercise,True,True,True,True,1.0
q_0317,"['biology_exercises_203_0bfa8a659c', 'biology_exercises_35_b773992399', 'maths_text_351_0ef67a92c6', 'chemistry_figure_61_1eaaa2fd8e', 'maths_text_347_cc74e7df2e', 'chemistry_text_262_d1c8f490ab', 'physics_text_14_4fe8bdd60d', 'chemistry_figure_262_a4c55ec994', 'maths_text_347_76d7abbd1e', 'biology_exercises_214_379be8a2ea']","['biology_exercises_203_0bfa8a659c', 'biology_exercises_35_b773992399', 'maths_text_351_0ef67a92c6', 'chemistry_figure_61_1eaaa2fd8e', 'maths_text_347_cc74e7df2e']",,biology,11,15,Body Fluids and Circulation,"Match Column I with Column II:
   Column I
   (a) Eosinophils
   (b) RBC
   (c) AB Group
   (d) Platelets
   (e) Systole
   Column II
   (i) Coagulation
   (ii) Universal Recipient
   (iii) Resist Infections
   (iv) Contraction of Heart
   (v) Gas transport",conceptual,intermediate,['Body Fluids and Circulation'],biology_exercises_203_0bfa8a659c,['biology_exercises_203_0bfa8a659c'],"## 15.1.1 Plasma

Plasma is a straw coloured, viscous fluid constituting nearly 55 per cent of the blood. 90-92 per cent of plasma is water and proteins contribute 6-8 per cent of it. Fibrinogen, globulins and albumins are the major proteins.",ncert_exercise,True,True,True,True,1.0
q_0173,"['chemistry_figure_469_e45efb7e0d', 'chemistry_marginalia_166_16d2e3e7ab', 'chemistry_figure_436_1a00605a7d', 'maths_exercises_432_dea23f2887', 'chemistry_figure_424_5556fdfb01', 'maths_exercises_428_e66d255642', 'chemistry_text_142_fdfdc8d2c8', 'maths_text_416_09e809b4bc', 'maths_text_417_14fa3ee071', 'maths_text_89_f7b1da179d']","['chemistry_figure_469_e45efb7e0d', 'chemistry_marginalia_166_16d2e3e7ab', 'chemistry_figure_436_1a00605a7d', 'maths_exercises_432_dea23f2887', 'chemistry_figure_424_5556fdfb01']",,maths,11,5,Linear Inequalities,3 (2 - x) ≥ 2 (1 - x),conceptual,intermediate,['Linear Inequalities'],maths_exercises_94_ea97dd662c,"['maths_exercises_94_ea97dd662c', 'maths_exercises_94_8a59b4fdeb', 'maths_exercises_94_550beaf2a4']","In this Chapter, we will study linear inequalities in one and two variables. The
study of inequalities is very useful in solving problems in the field of science, mathematics,
statistics, economics, psychology, etc.",ncert_exercise,False,False,False,False,0.0
